"","DAX","SMI","CAC","FTSE","expectedprob","actualprob","residual"
"53",1628.64,1713,1842.6,2626.6,1536.28043698129,1628.64,92.3595630187078
"54",1632.22,1713.5,1861.2,2641.9,1545.48278327188,1632.22,86.7372167281248
"55",1633.65,1718,1876.2,2625.8,1555.41202761972,1633.65,78.2379723802808
"56",1631.17,1701.7,1878.3,2606,1548.76132495528,1631.17,82.4086750447204
"57",1635.8,1701.7,1878.4,2594.4,1549.01044087593,1635.8,86.7895591240742
"58",1621.27,1684.9,1869.4,2583.6,1536.45677134694,1621.27,84.8132286530629
"59",1624.7,1687.2,1880.4,2588.7,1542.95460576682,1624.7,81.7453942331842
"60",1616.13,1690.6,1885.5,2600.3,1546.95831520667,1616.13,69.171684793329
"61",1618.12,1684.3,1888.4,2579.5,1545.64906075114,1618.12,72.4709392488592
"62",1627.8,1679.9,1885.2,2576.6,1541.94465834646,1627.8,85.8553416535415
"63",1625.79,1672.9,1877.9,2597.8,1534.51228409775,1625.79,91.277715902251
"64",1614.8,1663.1,1876.5,2595.6,1529.02704649263,1614.8,85.7729535073722
"65",1612.8,1669.3,1883.8,2599,1535.64201816777,1612.8,77.1579818322316
"66",1605.47,1664.7,1880.6,2621.7,1531.39867390936,1605.47,74.0713260906446
"67",1609.32,1672.3,1887.4,2645.6,1538.10304587229,1609.32,71.2169541277058
"68",1607.48,1687.7,1878.3,2644.2,1541.20537281324,1607.48,66.2746271867638
"69",1607.48,1686.8,1867.1,2625.6,1535.53052433675,1607.48,71.9494756632453
"70",1604.89,1686.6,1851.9,2624.6,1527.91523494917,1604.89,76.9747650508289
"71",1589.12,1675.8,1843.6,2596.2,1518.96792293845,1589.12,70.1520770615487
"72",1582.27,1677.4,1848.1,2599.5,1521.9300319008,1582.27,60.3399680992036
"73",1567.99,1673.2,1843.4,2584.1,1517.79573617735,1567.99,50.1942638226458
"74",1568.16,1665,1843.6,2570.8,1514.08292946499,1568.16,54.0770705350121
"75",1569.71,1671.3,1833.8,2555,1512.60178915191,1569.71,57.1082108480873
"76",1571.74,1672.4,1833.4,2574.5,1512.610125775,1571.74,59.1298742250001
"77",1585.41,1676.2,1856.9,2576.7,1526.09267855566,1585.41,59.3173214443359
"78",1570.01,1692.6,1863.4,2579,1537.35632709397,1570.01,32.6536729060301
"79",1561.89,1696.5,1855.5,2588.7,1535.19560842653,1561.89,26.6943915734685
"80",1565.18,1716.1,1864.2,2601.1,1548.95281991949,1565.18,16.2271800805149
"81",1570.34,1713.3,1846,2575.7,1538.98910555082,1570.34,31.3508944491753
"82",1577,1705.1,1836.8,2559.5,1530.66704087169,1577,46.3329591283107
"83",1590.29,1711.3,1830.4,2561.1,1530.52252039771,1590.29,59.7674796022868
"84",1572.72,1709.8,1831.6,2528.3,1530.94239292063,1572.72,41.7776070793695
"85",1572.07,1688.6,1834.8,2514.7,1522.31566905075,1572.07,49.7543309492517
"86",1579.19,1698.9,1852.1,2558.5,1535.21255847442,1579.19,43.9774415255804
"87",1588.73,1700,1849.8,2553.3,1534.70405793449,1588.73,54.0259420655107
"88",1586.01,1693,1861.8,2577.1,1536.79307493841,1586.01,49.2169250615941
"89",1579.77,1683.9,1856.7,2566,1529.97196233086,1579.77,49.7980376691353
"90",1572.58,1679.2,1856.7,2549.5,1527.93977617746,1572.58,44.6402238225417
"91",1568.09,1673.9,1841.5,2527.8,1518.1674427929,1568.09,49.9225572070982
"92",1578.21,1683.9,1846.9,2540.9,1525.54634129998,1578.21,52.6636587000189
"93",1573.94,1688.4,1836.1,2534.2,1522.52601318156,1573.94,51.413986818442
"94",1582.06,1693.9,1838.6,2538,1526.41002504544,1582.06,55.6499749545596
"95",1610.18,1720.9,1857.6,2559,1548.77104259028,1610.18,61.4089574097227
"96",1605.16,1717.9,1857.6,2554.9,1547.36325662146,1605.16,57.7967433785436
"97",1623.84,1733.6,1858.4,2575.5,1555.14192981047,1623.84,68.6980701895313
"98",1615.26,1729.7,1846.8,2546.5,1547.96941043759,1615.26,67.2905895624124
"99",1627.08,1735.6,1868.5,2561.6,1561.37269417077,1627.08,65.7073058292347
"100",1626.97,1734.1,1863.2,2546.6,1558.26461020909,1626.97,68.7053897909075
"101",1605.7,1699.3,1808.3,2502.9,1514.65649787543,1605.7,91.0435021245676
"102",1589.7,1678.6,1765.1,2463.1,1483.72853337668,1589.7,105.971466623321
"103",1589.7,1675.5,1763.5,2472.6,1481.2444683147,1589.7,108.455531685302
"104",1603.26,1670.1,1766,2463.5,1479.97917656813,1603.26,123.280823431872
"105",1599.75,1652.2,1741.3,2446.3,1459.21178994646,1599.75,140.538210053541
"106",1590.86,1635,1743.3,2456.2,1451.55710867634,1590.86,139.302891323661
"107",1603.5,1654.9,1769,2471.5,1473.83837859724,1603.5,129.661621402765
"108",1589.86,1642,1757.9,2447.5,1462.39272266207,1589.86,127.467277337928
"109",1587.92,1638.7,1754.9,2428.6,1459.6047426217,1587.92,128.315257378298
"110",1571.06,1622.6,1739.7,2420.2,1444.28167386959,1571.06,126.778326130411
"111",1549.81,1596.1,1708.8,2414.9,1415.99868104425,1549.81,133.811318955753
"112",1549.36,1612.4,1722.2,2420.2,1430.58145559189,1549.36,118.778544408112
"113",1554.65,1625,1713.9,2423.8,1432.61453008531,1554.65,122.035469914686
"114",1557.52,1610.5,1703.2,2407,1420.45484110074,1557.52,137.065158899262
"115",1555.31,1606.6,1685.7,2388.7,1410.1738962095,1555.31,145.136103790501
"116",1559.76,1610.7,1663.4,2409.6,1400.78164796464,1559.76,158.978352035356
"117",1548.44,1603.1,1636.9,2392,1384.20451980108,1548.44,164.235480198918
"118",1543.99,1591.5,1645.6,2380.2,1383.00354066721,1543.99,160.986459332792
"119",1550.21,1605.2,1671.6,2423.3,1401.90008555058,1550.21,148.30991444942
"120",1557.03,1621.4,1688.3,2451.6,1417.67357981421,1557.03,139.356420185791
"121",1551.78,1622.5,1696.8,2440.8,1422.61447492335,1551.78,129.165525076651
"122",1562.89,1626.6,1711.7,2432.9,1432.15598340064,1562.89,130.734016599358
"123",1570.28,1627.4,1706.2,2413.6,1430.15611618862,1570.28,140.123883811377
"124",1559.26,1614.9,1684.2,2391.6,1413.470537606,1559.26,145.789462393998
"125",1545.87,1602.3,1648.5,2358.1,1390.14305518815,1545.87,155.726944811849
"126",1542.77,1598.3,1633.6,2345.4,1381.00519817452,1542.77,161.764801825484
"127",1542.77,1627,1699.1,2384.4,1426.94218227706,1542.77,115.827817722943
"128",1542.77,1627,1699.1,2384.4,1426.94218227706,1542.77,115.827817722943
"129",1542.77,1627,1722.5,2384.4,1438.54048090392,1542.77,104.22951909608
"130",1564.27,1655.7,1720.7,2418.7,1451.20081748428,1564.27,113.069182515721
"131",1577.26,1670.1,1741.9,2420,1468.78223482215,1577.26,108.477765177846
"132",1577.26,1670.1,1765.7,2493.1,1479.32128249739,1577.26,97.9387175026134
"133",1577.26,1670.1,1765.7,2493.1,1479.32128249739,1577.26,97.9387175026134
"134",1598.19,1670.1,1749.9,2492.8,1471.49511344519,1598.19,126.694886554807
"135",1604.05,1704,1770.3,2504.1,1498.11704038858,1604.05,105.932959611415
"136",1604.69,1711.8,1787.6,2493.2,1510.7229831966,1604.69,93.9670168033967
"137",1593.65,1700.5,1778.7,2482.9,1500.92052513021,1593.65,92.7294748697946
"138",1581.68,1690.3,1785.6,2467.1,1499.58606086701,1581.68,82.0939391329889
"139",1599.14,1715.4,1833.9,2497.9,1535.36488129842,1599.14,63.7751187015797
"140",1613.82,1723.5,1837.4,2477.9,1541.43517747529,1613.82,72.384822524712
"141",1620.45,1719.4,1824.3,2490.1,1532.71187449388,1620.45,87.7381255061209
"142",1629.51,1734.4,1843.8,2516.3,1549.31799818605,1629.51,80.1920018139533
"143",1663.7,1772.8,1873.6,2537.1,1582.65312086462,1663.7,81.0468791353762
"144",1664.09,1760.3,1860.2,2541.6,1569.77429508183,1664.09,94.3157049181721
"145",1669.29,1747.2,1860.2,2536.7,1563.40327144788,1669.29,105.886728552124
"146",1685.14,1750.2,1865.9,2544.9,1567.56575321031,1685.14,117.574246789689
"147",1687.07,1755.3,1867.9,2543.4,1571.0960032331,1687.07,115.973996766896
"148",1680.13,1754.6,1841.3,2522,1557.93480825264,1680.13,122.195191747355
"149",1671.84,1751.2,1838.7,2525.3,1554.91391405093,1671.84,116.926085949071
"150",1669.52,1752.5,1849.9,2510.4,1561.36215963215,1669.52,108.157840367852
"151",1686.71,1769.4,1869.3,2539.9,1578.79821654067,1686.71,107.911783459334
"152",1685.51,1767.6,1890.6,2552,1588.26050029719,1685.51,97.2494997028057
"153",1671.01,1750,1879.6,2546.5,1574.23013143509,1671.01,96.7798685649084
"154",1683.06,1747.1,1873.9,2550.8,1569.90189398659,1683.06,113.158106013411
"155",1685.7,1753.5,1875.3,2571.2,1573.39861800688,1685.7,112.301381993119
"156",1685.66,1752.8,1857,2560.2,1564.17244208005,1685.66,121.487557919946
"157",1678.77,1752.9,1856.5,2556.8,1564.03238136371,1678.77,114.737618636286
"158",1685.85,1764.7,1865.8,2547.1,1574.62353973085,1685.85,111.226460269153
"159",1683.71,1776.8,1860.6,2534.3,1578.22887801806,1683.71,105.481121981936
"160",1686.59,1779.3,1861.6,2517.2,1580.25062746501,1686.59,106.33937253499
"161",1683.73,1785.1,1865.6,2538.4,1584.72662587363,1683.73,99.0033741263667
"162",1679.14,1798.2,1864.1,2537.1,1590.46082515049,1679.14,88.6791748495057
"163",1685.03,1794.1,1861.6,2523.7,1587.43183971911,1685.03,97.5981602808922
"164",1680.81,1795.2,1876.5,2522.6,1595.37805352873,1680.81,85.4319464712726
"165",1676.17,1780.4,1865.1,2513.9,1582.58423388987,1676.17,93.5857661101309
"166",1688.46,1789.5,1882.1,2541,1595.02838444158,1688.46,93.4316155584202
"167",1696.55,1794.2,1912.2,2555.9,1612.00727381059,1696.55,84.5427261894081
"168",1690.24,1784.4,1915.4,2536.7,1609.09448838752,1690.24,81.1455116124757
"169",1711.35,1800.1,1951.2,2543.4,1634.4601607357,1711.35,76.8898392642968
"170",1711.29,1804,1962.4,2542.3,1641.95221784456,1711.29,69.3377821554441
"171",1729.86,1816.2,1976.5,2559.7,1654.6534319412,1729.86,75.2065680587957
"172",1716.63,1810.5,1953.5,2546.8,1640.6665069428,1716.63,75.9634930571965
"173",1743.36,1821.9,1981.3,2565,1659.75019801781,1743.36,83.6098019821898
"174",1745.17,1828.2,1985.1,2562,1664.78975551296,1745.17,80.3802444870412
"175",1746.76,1840.6,1983.4,2562.1,1670.05579976801,1746.76,76.7042002319863
"176",1749.29,1841.1,1979.7,2554.3,1668.60244741846,1749.29,80.6875525815412
"177",1763.86,1846.3,1983.8,2565.4,1673.00609444558,1763.86,90.8539055544159
"178",1762.27,1850,1988.1,2558.4,1677.0810815042,1762.27,85.1889184958038
"179",1762.29,1839,1973,2538.3,1664.52198743449,1762.29,97.768012565514
"180",1746.77,1820.2,1966.9,2533.1,1652.3238346356,1746.77,94.4461653643978
"181",1753.5,1815.2,1976.3,2550.7,1654.21635262541,1753.5,99.2836473745904
"182",1753.21,1820.6,1993.9,2574.8,1665.18624600635,1753.21,88.0237539936527
"183",1739.88,1807.1,1968,2522.4,1646.59780543882,1739.88,93.2821945611804
"184",1723.92,1791.4,1941.8,2493.3,1626.37574842784,1723.92,97.5442515721613
"185",1734.42,1806.2,1947.1,2476,1636.59334841909,1734.42,97.8266515809073
"186",1723.13,1798.7,1929.2,2470.7,1624.11652766831,1723.13,99.0134723316883
"187",1732.92,1818.2,1943.6,2491.2,1640.51034719773,1732.92,92.409652802271
"188",1729.89,1820.5,1928.2,2464.7,1634.46652482867,1729.89,95.4234751713286
"189",1725.74,1833.3,1922,2467.6,1637.65106856976,1725.74,88.0889314302435
"190",1730.9,1837.1,1919.1,2456.6,1638.27543611571,1730.9,92.6245638842863
"191",1714.17,1818.2,1884.6,2441,1612.13034590954,1714.17,102.039654090465
"192",1716.2,1824.1,1896.3,2458.7,1620.53236492239,1716.2,95.6676350776131
"193",1719.06,1830.1,1928.3,2464.9,1639.243263325,1719.06,79.8167366749976
"194",1718.21,1835.6,1934.8,2472.2,1645.04968112355,1718.21,73.1603188764529
"195",1698.84,1828.7,1923.5,2447.9,1636.46668874837,1698.84,62.3733112516293
"196",1714.76,1839.2,1943.8,2452.9,1651.61655614277,1714.76,63.1434438572346
"197",1718.35,1837.2,1942.4,2440.1,1650.15729003251,1718.35,68.1927099674926
"198",1706.69,1826.7,1928.1,2408.6,1638.43721513539,1706.69,68.2527848646102
"199",1723.37,1838,1942,2405.4,1650.9501776836,1723.37,72.4198223163978
"200",1716.18,1829.1,1942.7,2382.7,1647.30196203622,1716.18,68.8780379637785
"201",1738.78,1843.1,1974.8,2400.9,1669.79817225932,1738.78,68.9818277406766
"202",1737.41,1850.5,1975.4,2404.2,1673.68531052721,1737.41,63.7246894727903
"203",1714.77,1827.1,1907.5,2393.2,1628.68877656229,1714.77,86.0812234377051
"204",1724.24,1829.1,1943.6,2436.4,1646.82426905702,1724.24,77.4157309429802
"205",1733.77,1848,1974.1,2572.6,1668.91210658288,1733.77,64.857893417121
"206",1729.96,1840.5,1963.3,2591,1659.5467253229,1729.96,70.4132746771033
"207",1734.46,1853.8,1972.3,2600.5,1670.39805538358,1734.46,64.0619446164189
"208",1744.35,1874.1,1990.7,2640.2,1688.83841731446,1744.35,55.5115826855379
"209",1746.88,1871.3,1978.2,2638.6,1681.29050687085,1746.88,65.5894931291541
"210",1746.88,1871.3,1978.2,2638.6,1681.29050687085,1746.88,65.5894931291541
"211",1746.88,1871.3,1978.2,2638.6,1681.29050687085,1746.88,65.5894931291541
"212",1747.47,1860.5,1980.4,2625.8,1677.279198555,1747.47,70.1908014449978
"213",1753.1,1874.7,1983.7,2607.8,1686.2218694616,1753.1,66.8781305384041
"214",1745.17,1880.1,1978.1,2609.8,1686.07277316075,1745.17,59.097226839252
"215",1745.72,1874.7,1984.9,2643,1686.2111213277,1745.72,59.5088786723018
"216",1742.92,1875.6,1995.7,2658.2,1691.74619724113,1742.92,51.173802758874
"217",1731.68,1859.5,2006.6,2651,1689.33904918255,1731.68,42.3409508174541
"218",1731.18,1874.2,2036.7,2664.9,1711.26286373049,1731.18,19.917136269511
"219",1728.09,1880.1,2031.1,2654.1,1711.58034725835,1728.09,16.5096527416529
"220",1728.09,1880.1,2031.1,2659.8,1711.48229225069,1728.09,16.6077077493098
"221",1731.29,1907.7,2041.6,2659.8,1730.28717124614,1731.29,1.00282875386256
"222",1733.82,1920.5,2046.9,2662.2,1739.18033485962,1733.82,-5.36033485962048
"223",1745.78,1937.3,2047.2,2698.7,1746.97970877149,1745.78,-1.19970877149285
"224",1752.57,1936.8,2063.4,2701.9,1754.7078655759,1752.57,-2.13786557589992
"225",1748.13,1949.1,2063.4,2725.7,1760.35954164394,1748.13,-12.2295416439399
"226",1750.7,1963.7,2077.5,2737.8,1774.33458310612,1750.7,-23.6345831061183
"227",1747.91,1950.8,2063.6,2722.4,1761.3531539229,1747.91,-13.4431539228995
"228",1745.79,1953.5,2053.2,2720.5,1757.56152462316,1745.79,-11.7715246231573
"229",1735.34,1945,2017,2694.7,1735.87412128193,1735.34,-0.53412128193122
"230",1719.92,1921.1,2024,2682.6,1727.77459276764,1719.92,-7.85459276764004
"231",1763.59,1939.1,2051.6,2703.6,1749.96328259334,1763.59,13.6267174066645
"232",1766.76,1928,2023.1,2700.6,1730.41898552306,1766.76,36.3410144769407
"233",1785.4,1933.4,2030.8,2711.9,1736.70210010942,1785.4,48.6978998905781
"234",1783.56,1925.7,2016.8,2702,1726.13890679031,1783.56,57.4210932096921
"235",1804.42,1931.7,2045.1,2715,1742.8989082754,1804.42,61.5210917245981
"236",1812.33,1928.7,2046.3,2715,1742.01537605657,1812.33,70.3146239434332
"237",1799.51,1924.5,2029.6,2704.6,1731.84722171884,1799.51,67.6627782811602
"238",1792.8,1914.2,2014.1,2698.6,1719.19224958816,1792.8,73.607750411843
"239",1792.8,1914.2,2014.1,2694.2,1719.26794117302,1792.8,73.5320588269849
"240",1806.36,1920.6,2033.3,2707.6,1731.70772104078,1806.36,74.6522789592209
"241",1798.23,1923.3,2017.4,2697.6,1725.32933723661,1798.23,72.9006627633928
"242",1800.62,1930.4,2024.9,2705.9,1732.40264179706,1800.62,68.2173582029361
"243",1786.19,1915.2,1992.6,2680.9,1709.33295201482,1786.19,76.8570479851819
"244",1791.35,1916.9,1994.9,2681.9,1711.2934659259,1791.35,80.056534074095
"245",1789.05,1913.8,1981.6,2668.5,1703.40419184441,1789.05,85.645808155587
"246",1789.05,1913.8,1981.6,2645.8,1703.79469161175,1789.05,85.255308388251
"247",1784.71,1899.7,1962.2,2635.4,1687.4098267273,1784.71,97.3001732727028
"248",1789.45,1888,1953.7,2636.1,1677.4192923119,1789.45,112.030707688097
"249",1779.74,1868.8,1928.8,2614.1,1655.99474363979,1779.74,123.745256360214
"250",1786.97,1879.9,1928.3,2603.7,1661.39559615451,1786.97,125.57440384549
"251",1773.25,1865.7,1918.1,2593.6,1649.51630809947,1773.25,123.733691900529
"252",1781.62,1881.3,1931.4,2616.3,1663.4052508773,1781.62,118.214749122704
"253",1773.75,1873.1,1908.8,2598.4,1648.47066992199,1773.75,125.279330078006
"254",1773.75,1862.5,1891.8,2562.7,1635.43530363151,1773.75,138.314696368486
"255",1776.34,1869.3,1913.9,2584.8,1649.35992547836,1776.34,126.980074521635
"256",1770.72,1846.9,1885.8,2550.3,1624.98744638314,1770.72,145.73255361686
"257",1772.39,1847.1,1895.8,2560.6,1629.86535158969,1772.39,142.524648410312
"258",1762.55,1838.3,1899.6,2532.6,1627.89411386342,1762.55,134.655886136578
"259",1764.35,1845.8,1920.3,2557.3,1641.42503414043,1764.35,122.924965859566
"260",1752.83,1835.5,1915.3,2534.1,1634.27031206448,1752.83,118.559687935521
"261",1755.98,1846.6,1907.3,2515.8,1636.08966197324,1755.98,119.890338026756
"262",1754.95,1854.8,1900.6,2521.2,1636.71661986712,1754.95,118.233380132878
"263",1759.9,1845.3,1880.9,2493.9,1622.74053571398,1759.9,137.15946428602
"264",1759.84,1854.5,1873.5,2476.1,1623.91240929503,1759.84,135.927590704974
"265",1776.5,1870.5,1883.6,2497.1,1636.44161333075,1776.5,140.058386669254
"266",1769.98,1862.6,1868.5,2469,1625.54773431368,1769.98,144.432265686323
"267",1766.98,1856.6,1879.1,2493.7,1627.4201259001,1766.98,139.559874099897
"268",1752.29,1837.6,1847.8,2472.6,1602.90646506945,1752.29,149.38353493055
"269",1760.17,1846.7,1861.8,2497.9,1613.894618998,1760.17,146.275381001998
"270",1750.32,1856.5,1859.4,2490.8,1617.6563566969,1750.32,132.663643303096
"271",1731.44,1841.8,1859.4,2478.3,1610.6276374658,1731.44,120.8123625342
"272",1735.51,1835,1859.4,2484,1607.17873112686,1735.51,128.331268873143
"273",1733.84,1844.4,1853.3,2486.4,1608.74601589751,1733.84,125.093984102492
"274",1730.78,1838.9,1851.2,2483.4,1605.04650344228,1730.78,125.733496557722
"275",1699.46,1805.6,1801.8,2431.9,1565.03782585841,1699.46,134.422174141587
"276",1652.71,1756.6,1767.9,2403.7,1524.57443623605,1652.71,128.135563763947
"277",1654.09,1786.1,1762.7,2415.6,1536.32910672014,1654.09,117.760893279855
"278",1636.81,1757.1,1727.5,2387.9,1505.06821094963,1636.81,131.741789050374
"279",1622.81,1762.8,1734.6,2399.5,1511.19660415001,1622.81,111.613395849991
"280",1613.36,1756.8,1734.6,2377.2,1508.62358933657,1613.36,104.736410663429
"281",1617.78,1761.9,1755.4,2348,1521.9486434958,1617.78,95.8313565042001
"282",1617.18,1778.5,1769,2373.4,1536.43260755558,1617.18,80.747392444423
"283",1637.62,1812.7,1801.6,2423.2,1568.58704101501,1637.62,69.0329589849916
"284",1622.2,1806.1,1782.6,2411.6,1556.11687271456,1622.2,66.0831272854414
"285",1608.49,1798.1,1754.7,2399.6,1538.55238560233,1608.49,69.9376143976708
"286",1605.11,1794.9,1784.4,2420.2,1551.34205763735,1605.11,53.7679423626514
"287",1609.61,1805.4,1787.6,2407.5,1558.32073186868,1609.61,51.2892681313167
"288",1624.94,1820.3,1798,2392.8,1571.07071655591,1624.94,53.8692834440897
"289",1618.07,1819.6,1793.8,2377.6,1568.90551009072,1618.07,49.1644899092769
"290",1611.96,1809.6,1777.3,2350.1,1556.27257245678,1611.96,55.6874275432231
"291",1578.95,1799.9,1755.2,2325.7,1540.9584771273,1578.95,37.9915228726952
"292",1561.39,1800.3,1737.8,2309.6,1532.80817251717,1561.39,28.5818274828323
"293",1547.87,1793.3,1730.1,2303.1,1525.65404968542,1547.87,22.2159503145836
"294",1548.63,1784.8,1722.4,2318,1517.39263212723,1548.63,31.2373678727731
"295",1560.16,1791.7,1753.5,2356.8,1535.54013131699,1560.16,24.6198686830094
"296",1554.76,1800.2,1757.3,2376.1,1541.28016905809,1554.76,13.4798309419059
"297",1531.87,1788.6,1736.7,2354.7,1525.72167922732,1531.87,6.14832077267738
"298",1526.14,1775.7,1734.2,2363.5,1517.97439950457,1526.14,8.16560049542659
"299",1509.03,1753.5,1724.2,2359.4,1502.14884837269,1509.03,6.88115162731174
"300",1530.03,1768.2,1744.2,2365.7,1519.19729967737,1530.03,10.8327003226345
"301",1484.97,1727.9,1689.7,2311.1,1473.26471015724,1484.97,11.7052898427571
"302",1464.03,1709.6,1667.7,2281,1453.86039382461,1464.03,10.1696061753923
"303",1475.11,1704.6,1667.8,2285,1451.37728739866,1475.11,23.7327126013386
"304",1516.12,1740.6,1687.6,2311.6,1478.47344352052,1516.12,37.6465564794801
"305",1519.69,1745.7,1687.5,2312.6,1480.91981400731,1519.69,38.7701859926854
"306",1529.97,1751.7,1684.9,2312.6,1482.58774768749,1529.97,47.3822523125095
"307",1516.44,1747.3,1674.2,2298.4,1475.36033162878,1516.44,41.0796683712153
"308",1515.53,1757.8,1711.4,2313,1498.72160275542,1515.53,16.808397244585
"309",1543.89,1774.2,1780.5,2381.9,1539.86748303689,1543.89,4.02251696310918
"310",1534.72,1774.4,1779,2362.2,1539.56144867517,1534.72,-4.8414486751708
"311",1538.66,1788.3,1779.3,2372.2,1546.38765282114,1538.66,-7.72765282114165
"312",1536.71,1788,1763.7,2337.7,1539.10111289601,1536.71,-2.39111289600555
"313",1523.83,1779.1,1756.8,2327.5,1531.4708955523,1523.83,-7.64089555230316
"314",1527.1,1792.8,1774.2,2340.6,1546.62089685108,1527.1,-19.520896851079
"315",1530.2,1812,1802,2370.9,1569.34005965361,1530.2,-39.1400596536125
"316",1601.5,1872.1,1873.6,2422.1,1633.56370853255,1601.5,-32.063708532552
"317",1580.29,1851.4,1836.2,2370,1605.72212838608,1580.29,-25.4321283860847
"318",1595.09,1873.4,1859.8,2378.3,1628.11776551841,1595.09,-33.0277655184057
"319",1579.47,1889.6,1852.7,2483.9,1630.76493611529,1579.47,-51.2949361152887
"320",1600.59,1897.5,1882.9,2567,1648.19704251247,1600.59,-47.6070425124703
"321",1566,1888.8,1826.1,2560.1,1615.87548693615,1566,-49.8754869361537
"322",1557.01,1900.4,1832.8,2586,1624.4669772729,1557.01,-67.4569772729039
"323",1542.74,1913.4,1828.9,2580.5,1629.03458129264,1542.74,-86.2945812926437
